Pedigree,Individual,PITTagNum,DateSampled,LengthFork1,GenSex,Gender,FieldID1Type,FieldID1,BiosamplesID,Disposition1,FinClipStatus,Weight,RearType,ReturnLocation,UTMEast,UTMNorth,UTMZone,CWTNum,Marks,SnoutBag,CommentsGeneral,pCoastal,pRedband,lineage
OmyPAHS14S,OmyPAHS14S_0187,NA,5/6/2014,530,F,F,Cell#,187,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.143,0.857,redband
OmyPAHS14S,OmyPAHS14S_0188,NA,5/6/2014,510,F,F,Cell#,188,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.013,0.987,redband
OmyPAHS14S,OmyPAHS14S_0189,NA,5/6/2014,530,F,F,Cell#,189,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.099,0.901,redband
OmyPAHS14S,OmyPAHS14S_0190,NA,5/6/2014,490,M,F,Cell#,190,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.004,0.996,redband
OmyPAHS14S,OmyPAHS14S_0191,3D9.1BF275CF94 E,5/6/2014,500,M,M,Cell#,191,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.006,0.994,redband
OmyPAHS14S,OmyPAHS14S_0192,NA,5/6/2014,620,M,M,Cell#,192,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.006,0.994,redband
OmyPAHS14S,OmyPAHS14S_0193,NA,5/6/2014,560,M,M,Cell#,193,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.006,0.994,redband
OmyPAHS14S,OmyPAHS14S_0194,3D9.1C2DAEA01F E,5/6/2014,570,F,F,Cell#,194,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.006,0.994,redband
OmyPAHS14S,OmyPAHS14S_0195,NA,5/6/2014,630,F,F,Cell#,195,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.008,0.992,redband
OmyPAHS14S,OmyPAHS14S_0196,3D9.1C2DAEC393 E,5/6/2014,550,F,F,Cell#,196,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.011,0.989,redband
OmyPAHS14S,OmyPAHS14S_0197,NA,5/6/2014,570,F,F,Cell#,197,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.551,0.449,introgressed
OmyPAHS14S,OmyPAHS14S_0198,NA,5/6/2014,600,M,M,Cell#,198,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.008,0.992,redband
OmyPAHS14S,OmyPAHS14S_0199,NA,5/6/2014,500,F,F,Cell#,199,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.16,0.84,redband
OmyPAHS14S,OmyPAHS14S_0200,NA,5/9/2014,580,F,F,Cell#,200,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.004,0.996,redband
OmyPAHS14S,OmyPAHS14S_0201,NA,5/9/2014,600,M,M,Cell#,201,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.044,0.956,redband
OmyPAHS14S,OmyPAHS14S_0202,NA,5/9/2014,570,F,F,Cell#,202,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.178,0.822,redband
OmyPAHS14S,OmyPAHS14S_0203,NA,5/9/2014,540,F,F,Cell#,203,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.006,0.994,redband
OmyPAHS14S,OmyPAHS14S_0204,NA,NA,540,F,U,Cell#,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data for this fish,0.016,0.984,redband
OmyPAHS14S,OmyPAHS14S_0205,384.3B239DA6F0 E,5/12/2014,540,F,F,Cell#,205,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.005,0.995,redband
OmyPAHS14C,OmyPAHS14C_2601,NA,NA,NA,F,U,Cell#,62601,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,No data for this sample,0.007,0.993,redband
OmyPAHS14C,OmyPAHS14C_2602,NA,NA,NA,F,U,Cell#,62602,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,No data for this sample,0.238,0.762,redband
OmyPAHS14C,OmyPAHS14C_2603,3DD.007738DD8E,5/4/2014,105,F,U,Cell#,62603,14-62685,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.016,0.984,redband
OmyPAHS14C,OmyPAHS14C_2604,3DD.00773EC9B8,5/4/2014,161,F,U,Cell#,62604,14-62686,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.005,0.995,redband
OmyPAHS14C,OmyPAHS14C_2605,3DD.00773A7146,5/5/2014,175,M,U,Cell#,62605,14-62687,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.007,0.993,redband
OmyPAHS14C,OmyPAHS14C_2606,3DD.007738D5B9,5/5/2014,93,F,U,Cell#,62606,14-62688,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.013,0.987,redband
OmyPAHS14C,OmyPAHS14C_2607,3DD.00773A1C27,5/6/2014,101,M,U,Cell#,62607,14-62689,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.881,0.119,coastal
OmyPAHS14C,OmyPAHS14C_2608,3DD.007738C9B3,5/6/2014,176,M,U,Cell#,62608,14-62690,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.032,0.968,redband
OmyPAHS14C,OmyPAHS14C_2609,3DD.007739E12A,5/7/2014,115,M,U,Cell#,62609,14-62691,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.007,0.993,redband
OmyPAHS14C,OmyPAHS14C_2610,3DD.007738C2C3,5/7/2014,192,F,U,Cell#,62610,14-62692,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.433,0.567,introgressed
OmyPAHS14C,OmyPAHS14C_2611,3DD.00773A5779,5/14/2014,81,F,U,Cell#,62611,14-62694,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.014,0.986,redband
OmyPAHS14C,OmyPAHS14C_2612,3D9.1C2E0397BE,5/31/2014,100,F,U,Cell#,62612,14-62711,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.994,0.006,coastal
OmyPAHS14C,OmyPAHS14C_2613,3D9.1C2E047362,5/31/2014,102,M,U,Cell#,62613,14-62712,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.383,0.617,introgressed
OmyPAHS14C,OmyPAHS14C_2614,3D9.1C2E04AEE9,5/31/2014,112,F,U,Cell#,62614,14-62713,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.035,0.965,redband
OmyPAHS14C,OmyPAHS14C_2615,3D9.1C2E04580A,5/31/2014,97,M,U,Cell#,62615,14-62714,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.011,0.989,redband
OmyPAHS14C,OmyPAHS14C_2616,3D9.1C2E03F1DC,6/1/2014,139,M,U,Cell#,62616,14-62715,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.985,0.015,coastal
OmyPAHS14C,OmyPAHS14C_2617,3D9.1C2E04CD24,6/1/2014,111,F,U,Cell#,62617,14-62716,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.009,0.991,redband
OmyPAHS14C,OmyPAHS14C_2618,3D9.1C2E039930,6/1/2014,156,M,U,Cell#,62618,14-62717,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.133,0.867,redband
OmyPAHS14C,OmyPAHS14C_2619,3D9.1C2E049645,6/2/2014,115,F,U,Cell#,62619,14-62718,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.968,0.032,coastal
OmyPAHS14C,OmyPAHS14C_2620,3D9.1C2E03988A,6/2/2014,169,M,U,Cell#,62620,14-62719,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.069,0.931,redband
OmyPAHS14C,OmyPAHS14C_2621,3D9.1C2E050EA9,6/2/2014,123,F,U,Cell#,62621,14-62720,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.695,0.305,introgressed
OmyPAHS14C,OmyPAHS14C_2622,3DD.00773A8C5C,6/4/2014,93,F,U,Cell#,62622,14-62721,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.448,0.552,introgressed
OmyPAHS14C,OmyPAHS14C_2623,3DD.0077396C5C,6/6/2014,115,M,U,Cell#,62623,14-62722,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.14,0.86,redband
OmyPAHS14C,OmyPAHS14C_2624,3DD.007739A209,6/6/2014,158,M,U,Cell#,62624,14-62723,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.242,0.758,redband
OmyPAHS14C,OmyPAHS14C_2625,3D9.1C2E037D9B,6/9/2014,121,M,U,Cell#,62625,14-62724,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.683,0.317,introgressed
OmyPAHS14C,OmyPAHS14C_2626,3D9.1C2E0405CC,6/19/2014,154,M,U,Cell#,62626,14-62725,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14C,OmyPAHS14C_2627,3DD.007739DD82,6/20/2014,101,F,U,Cell#,62627,14-62726,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.997,0.003,coastal
OmyPAHS14C,OmyPAHS14C_2628,3DD.0077396F7E,6/21/2014,189,F,U,Cell#,62628,14-62727,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.502,0.498,introgressed
OmyPAHS14C,OmyPAHS14C_2629,3DD.0077388C0A,6/25/2014,119,M,U,Cell#,62629,14-62728,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14C,OmyPAHS14C_2630,3DD.0077394AB3,7/11/2014,135,F,U,Cell#,62630,14-62729,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14C,OmyPAHS14C_2631,3DD.007739C45E,7/11/2014,130,M,U,Cell#,62631,14-62730,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.99,0.01,coastal
OmyPAHS14C,OmyPAHS14C_2632,3DD.007738C0C3,7/18/2014,154,F,U,Cell#,62632,14-62731,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.018,0.982,redband
OmyPAHS14C,OmyPAHS14C_2633,3DD.00773938BF,7/20/2014,160,F,U,Cell#,62633,14-62732,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.036,0.964,redband
OmyPAHS14C,OmyPAHS14C_2634,3DD.007739FD31,7/30/2014,152,F,U,Cell#,62634,14-62733,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.139,0.861,redband
OmyPAHS14C,OmyPAHS14C_2635,3DD.007739AC5C,7/30/2014,206,M,U,Cell#,62635,14-62734,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.667,0.333,introgressed
OmyPAHS14C,OmyPAHS14C_2636,3DD.007739BA21,8/4/2014,192,M,U,Cell#,62636,14-62735,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.011,0.989,redband
OmyPAHS14C,OmyPAHS14C_2637,3DD.007739C62B,8/10/2014,179,F,U,Cell#,62637,14-62736,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.107,0.893,redband
OmyPAHS14C,OmyPAHS14C_2638,3DD.0077399E67,8/12/2014,151,M,U,Cell#,62638,14-62737,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.144,0.856,redband
OmyPAHS14C,OmyPAHS14C_2639,3DD.007738D5C4,8/13/2014,176,F,U,Cell#,62639,14-62738,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.016,0.984,redband
OmyPAHS14C,OmyPAHS14C_2640,3DD.007738D9CE,8/15/2014,153,M,U,Cell#,62640,14-62740,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.033,0.967,redband
OmyPAHS14C,OmyPAHS14C_2641,3DD.00773997DC,8/15/2014,173,M,U,Cell#,62641,14-62741,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.989,0.011,coastal
OmyPAHS14C,OmyPAHS14C_2642,3DD.007739A4ED,8/15/2014,146,F,U,Cell#,62642,14-62742,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.007,0.993,redband
OmyPAHS14C,OmyPAHS14C_2643,NA,8/19/2014,90,M,U,Cell#,62643,14-62743,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.994,0.006,coastal
OmyPAHS14C,OmyPAHS14C_2644,3DD.007739C29E,8/19/2014,82,M,U,Cell#,62644,14-62744,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14C,OmyPAHS14C_2645,3DD.007739DAC7,8/19/2014,175,F,U,Cell#,62645,14-62745,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.013,0.987,redband
OmyPAHS14C,OmyPAHS14C_2646,3DD.007739C2A0,8/20/2014,86,M,U,Cell#,62646,14-62746,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.992,0.008,coastal
OmyPAHS14C,OmyPAHS14C_2647,3DD.007739E41C,8/20/2014,102,F,U,Cell#,62647,14-62747,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS14C,OmyPAHS14C_2648,3DD.007739D1DB,8/21/2014,83,F,U,Cell#,62648,14-62748,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.109,0.891,redband
OmyPAHS14C,OmyPAHS14C_2649,3DD.007739E647,8/21/2014,195,F,U,Cell#,62649,14-62749,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.031,0.969,redband
OmyPAHS14C,OmyPAHS14C_2650,3DD.007739A6C5,8/21/2014,175,F,U,Cell#,62650,14-62750,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.036,0.964,redband
OmyPAHS14C,OmyPAHS14C_2651,3DD.007738D99C,8/22/2014,103,M,U,Cell#,62651,14-62751,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14C,OmyPAHS14C_2652,3DD.00773A07D1,8/22/2014,170,M,U,Cell#,62652,14-62752,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.079,0.921,redband
OmyPAHS14C,OmyPAHS14C_2653,NA,8/25/2014,140,F,U,Cell#,62653,14-62753,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.02,0.98,redband
OmyPAHS14C,OmyPAHS14C_2654,NA,8/25/2014,151,M,U,Cell#,62654,14-62754,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.013,0.987,redband
OmyPAHS14C,OmyPAHS14C_2655,NA,8/25/2014,148,M,U,Cell#,62655,14-62755,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.006,0.994,redband
OmyPAHS14C,OmyPAHS14C_2656,NA,8/25/2014,136,F,U,Cell#,62656,14-62756,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.128,0.872,redband
OmyPAHS14C,OmyPAHS14C_2657,NA,8/25/2014,90,M,U,Cell#,62657,14-62757,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.994,0.006,coastal
OmyPAHS14C,OmyPAHS14C_2658,NA,8/25/2014,138,M,U,Cell#,62658,14-62758,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.004,0.996,redband
OmyPAHS14C,OmyPAHS14C_2659,NA,8/25/2014,156,F,U,Cell#,62659,14-62759,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.99,0.01,coastal
OmyPAHS14C,OmyPAHS14C_2660,NA,8/25/2014,145,M,U,Cell#,62660,14-62760,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.019,0.981,redband
OmyPAHS14C,OmyPAHS14C_2661,3DD.007739849B,8/27/2014,90,M,U,Cell#,62661,14-62761,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.99,0.01,coastal
OmyPAHS14C,OmyPAHS14C_2662,3DD.007739E65F,8/27/2014,88,F,U,Cell#,62662,14-62762,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.566,0.434,introgressed
OmyPAHS14C,OmyPAHS14C_2663,3DD.0077399205,8/28/2014,168,F,U,Cell#,62663,14-62763,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.014,0.986,redband
OmyPAHS14C,OmyPAHS14C_2664,3DD.007738E7BD,8/28/2014,112,M,U,Cell#,62664,14-62764,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.937,0.063,coastal
OmyPAHS14C,OmyPAHS14C_2665,3DD.007739B644,8/28/2014,98,F,U,Cell#,62665,14-62765,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.986,0.014,coastal
OmyPAHS14C,OmyPAHS14C_2666,3DD.00773997D5,8/29/2014,109,F,U,Cell#,62666,14-62766,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.998,0.002,coastal
OmyPAHS14C,OmyPAHS14C_2667,3DD.0077396AB3,8/29/2014,99,F,U,Cell#,62667,14-62767,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.01,0.99,redband
OmyPAHS14C,OmyPAHS14C_2668,3DD.0077396CB9,8/30/2014,114,M,U,Cell#,62668,14-62768,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.985,0.015,coastal
OmyPAHS14C,OmyPAHS14C_2669,3DD.007738E80A,8/30/2014,171,F,U,Cell#,62669,14-62769,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.278,0.722,introgressed
OmyPAHS14C,OmyPAHS14C_2670,3DD.007739C8F2,8/30/2014,167,F,U,Cell#,62670,14-62770,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.248,0.752,redband
OmyPAHS14C,OmyPAHS14C_2671,3DD.007739631B,8/30/2014,85,M,U,Cell#,62671,14-62771,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14C,OmyPAHS14C_2672,3DD.007739A22F,8/30/2014,154,M,U,Cell#,62672,14-62772,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.003,0.997,redband
OmyPAHS14C,OmyPAHS14C_2673,3DD.007739ACF4,8/30/2014,156,M,U,Cell#,62673,14-62773,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.044,0.956,redband
OmyPAHS14C,OmyPAHS14C_2674,NA,8/30/2014,162,F,U,Cell#,62674,14-64689,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.024,0.976,redband
OmyPAHS14C,OmyPAHS14C_2675,NA,8/30/2014,87,M,U,Cell#,62675,14-64690,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.932,0.068,coastal
OmyPAHS14C,OmyPAHS14C_2676,NA,8/30/2014,190,F,U,Cell#,62676,14-64691,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.458,0.542,introgressed
OmyPAHS14C,OmyPAHS14C_2677,NA,8/30/2014,152,M,U,Cell#,62677,14-64692,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.124,0.876,redband
OmyPAHS14C,OmyPAHS14C_2678,NA,8/30/2014,155,M,U,Cell#,62678,14-64693,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.119,0.881,redband
OmyPAHS14C,OmyPAHS14C_2679,NA,8/30/2014,150,M,U,Cell#,62679,14-64694,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.005,0.995,redband
OmyPAHS14C,OmyPAHS14C_2680,NA,8/30/2014,157,M,U,Cell#,62680,14-64695,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.003,0.997,redband
OmyPAHS14C,OmyPAHS14C_2681,3DD.007739CF3E,8/30/2014,104,F,U,Cell#,62681,14-62774,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS14C,OmyPAHS14C_2682,NA,8/30/2014,155,F,U,Cell#,62682,14-64696,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.015,0.985,redband
OmyPAHS14C,OmyPAHS14C_2683,NA,8/30/2014,189,F,U,Cell#,62683,14-64697,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.014,0.986,redband
OmyPAHS14C,OmyPAHS14C_2684,NA,8/30/2014,202,M,U,Cell#,62684,14-64698,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.626,0.374,introgressed
OmyPAHS14C,OmyPAHS14C_2685,3DD.007739E517,8/30/2014,90,F,U,Cell#,62685,14-62775,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.971,0.029,coastal
OmyPAHS14C,OmyPAHS14C_2686,NA,8/30/2014,182,F,U,Cell#,62686,14-64699,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.236,0.764,redband
OmyPAHS14C,OmyPAHS14C_2687,3DD.007739D097,8/31/2014,83,M,U,Cell#,62687,14-62776,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.013,0.987,redband
OmyPAHS14C,OmyPAHS14C_2688,3DD.0077396526,8/31/2014,90,M,U,Cell#,62688,14-62777,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS14C,OmyPAHS14C_2689,3DD.0077399F14,8/31/2014,139,F,U,Cell#,62689,14-62778,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.016,0.984,redband
OmyPAHS14C,OmyPAHS14C_2690,3DD.0077398A0E,8/31/2014,151,M,U,Cell#,62690,14-62779,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.628,0.372,introgressed
OmyPAHS14C,OmyPAHS14C_2691,3DD.0077396CD9,8/31/2014,179,M,U,Cell#,62691,14-62780,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.571,0.429,introgressed
OmyPAHS14C,OmyPAHS14C_2692,3DD.0077398493,8/31/2014,108,U,U,Cell#,62692,14-62781,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14C,OmyPAHS14C_2693,3DD.0077399FC8,8/31/2014,225,F,U,Cell#,62693,14-62782,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.291,0.709,introgressed
OmyPAHS14C,OmyPAHS14C_2694,3DD.0077397A59,9/1/2014,108,F,U,Cell#,62694,14-62783,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.988,0.012,coastal
OmyPAHS14C,OmyPAHS14C_2695,3DD.007739109E,9/1/2014,95,M,U,Cell#,62695,14-62784,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14C,OmyPAHS14C_2696,3DD.0077397C5C,9/1/2014,97,F,U,Cell#,62696,14-62785,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.988,0.012,coastal
OmyPAHS14C,OmyPAHS14C_2697,3DD.007739CBC1,9/1/2014,96,M,U,Cell#,62697,14-62786,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.138,0.862,redband
OmyPAHS14C,OmyPAHS14C_2698,3DD.00773999FB,9/2/2014,107,M,U,Cell#,62698,14-62787,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.99,0.01,coastal
OmyPAHS14C,OmyPAHS14C_2699,3DD.00773A49E2,9/2/2014,166,F,U,Cell#,62699,14-62788,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14C,OmyPAHS14C_2700,3DD.007738E5BD,9/3/2014,93,F,U,Cell#,62700,14-62789,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14C,OmyPAHS14C_2701,3DD.007739C1D5,9/3/2014,160,F,U,Cell#,62701,14-62790,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.007,0.993,redband
OmyPAHS14C,OmyPAHS14C_2702,3DD.007739A58A,9/4/2014,91,F,U,Cell#,62702,14-62791,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.947,0.053,coastal
OmyPAHS14C,OmyPAHS14C_2703,3DD.0077390278,9/4/2014,100,F,U,Cell#,62703,14-62792,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS14C,OmyPAHS14C_2704,3DD.0077393620,9/4/2014,110,M,U,Cell#,62704,14-62793,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14C,OmyPAHS14C_2705,3DD.007739B0BC,9/4/2014,162,F,U,Cell#,62705,14-62794,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.004,0.996,redband
OmyPAHS14C,OmyPAHS14C_2706,3DD.00773949B2,9/4/2014,165,M,U,Cell#,62706,14-62795,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.008,0.992,redband
OmyPAHS14C,OmyPAHS14C_2707,3DD.0077394045,9/4/2014,156,M,U,Cell#,62707,14-62796,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.311,0.689,introgressed
OmyPAHS14C,OmyPAHS14C_2708,3DD.007739CFE4,9/4/2014,192,F,U,Cell#,62708,14-62797,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.027,0.973,redband
OmyPAHS14C,OmyPAHS14C_2709,3DD.007739B0FC,9/4/2014,113,F,U,Cell#,62709,14-62798,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.982,0.018,coastal
OmyPAHS14C,OmyPAHS14C_2710,3DD.007739BDDB,9/4/2014,171,F,U,Cell#,62710,14-62799,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.527,0.473,introgressed
OmyPAHS14C,OmyPAHS14C_2711,3DD.0077395BFC,9/4/2014,186,F,U,Cell#,62711,14-62800,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.264,0.736,introgressed
OmyPAHS14C,OmyPAHS14C_2712,3DD.00773991E2,9/4/2014,134,F,U,Cell#,62712,14-62801,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.891,0.109,coastal
OmyPAHS14C,OmyPAHS14C_2713,3DD.007738CB10,9/5/2014,94,F,U,Cell#,62713,14-62802,NA,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.976,0.024,coastal
